Timestamp,SIN1.AMPLITUDE,NON_SENSE_1.OUT,NON_SENSE_1.L,NON_SENSE_1.H,NON_SENSE_1.MAX_STEP,SIN1.OUT
2025/12/10 11:05:10,100.0,8.560653101698247,0.0,100.0,3.0,0.0
2025/12/10 11:05:10,100.0,11.560653101698247,0.0,100.0,3.0,0.26179908874179936
2025/12/10 11:05:11,100.0,14.560653101698247,0.0,100.0,3.0,0.523596383141958
2025/12/10 11:05:11,100.0,11.560653101698247,0.0,100.0,3.0,0.7853900888711334
2025/12/10 11:05:12,100.0,14.560653101698247,0.0,100.0,3.0,1.0471784116245793
2025/12/10 11:05:12,100.0,17.560653101698247,0.0,100.0,3.0,1.308959557134444
2025/12/10 11:05:13,100.0,20.560653101698247,0.0,100.0,3.0,1.5707317311820674
2025/12/10 11:05:13,100.0,23.560653101698247,0.0,100.0,3.0,1.8324931396102795
2025/12/10 11:05:14,100.0,20.560653101698247,0.0,100.0,3.0,2.0942419883356957
2025/12/10 11:05:14,100.0,23.560653101698247,0.0,100.0,3.0,2.355976483361015
2025/12/10 11:05:15,100.0,20.560653101698247,0.0,100.0,3.0,2.6176948307873147
2025/12/10 11:05:15,100.0,23.560653101698247,0.0,100.0,3.0,2.8793952368263462
2025/12/10 11:05:16,100.0,20.560653101698247,0.0,100.0,3.0,3.141075907812829
2025/12/10 11:05:16,100.0,17.560653101698247,0.0,100.0,3.0,3.4027350502167444
2025/12/10 11:05:17,100.0,20.560653101698247,0.0,100.0,3.0,3.6643708706556275
2025/12/10 11:05:17,100.0,23.560653101698247,0.0,100.0,3.0,3.925981575906861
2025/12/10 11:05:18,100.0,26.560653101698247,0.0,100.0,3.0,4.187565372919963
2025/12/10 11:05:18,100.0,29.560653101698247,0.0,100.0,3.0,4.449120468828878
2025/12/10 11:05:19,100.0,32.56065310169825,0.0,100.0,3.0,4.710645070964266
2025/12/10 11:05:19,100.0,35.56065310169825,0.0,100.0,3.0,4.972137386865785
2025/12/10 11:05:20,100.0,38.56065310169825,0.0,100.0,3.0,5.233595624294383
2025/12/10 11:05:20,100.0,41.56065310169825,0.0,100.0,3.0,5.495017991244574
2025/12/10 11:05:21,100.0,44.56065310169825,0.0,100.0,3.0,5.756402695956727
2025/12/10 11:05:21,100.0,47.56065310169825,0.0,100.0,3.0,6.017747946929345
2025/12/10 11:05:22,100.0,44.56065310169825,0.0,100.0,3.0,6.279051952931337
2025/12/10 11:05:22,100.0,41.56065310169825,0.0,100.0,3.0,6.540312923014308
2025/12/10 11:05:23,100.0,44.56065310169825,0.0,100.0,3.0,6.801529066524817
2025/12/10 11:05:23,100.0,41.56065310169825,0.0,100.0,3.0,7.062698593116668
2025/12/10 11:05:24,100.0,44.56065310169825,0.0,100.0,3.0,7.323819712763169
2025/12/10 11:05:24,100.0,41.56065310169825,0.0,100.0,3.0,7.584890635769402
2025/12/10 11:05:25,100.0,41.22033660113481,0.0,100.0,3.0,7.845909572784494
2025/12/10 11:05:25,100.0,44.22033660113481,0.0,100.0,3.0,8.106874734813877
2025/12/10 11:05:26,100.0,47.22033660113481,0.0,100.0,3.0,8.367784333231548
2025/12/10 11:05:26,100.0,50.22033660113481,0.0,100.0,3.0,8.628636579792337
2025/12/10 11:05:27,100.0,53.22033660113481,0.0,100.0,3.0,8.889429686644151
2025/12/10 11:05:27,100.0,50.22033660113481,0.0,100.0,3.0,9.150161866340238
2025/12/10 11:05:28,100.0,47.22033660113481,0.0,100.0,3.0,9.410831331851432
2025/12/10 11:05:28,100.0,50.22033660113481,0.0,100.0,3.0,9.671436296578403
2025/12/10 11:05:29,100.0,47.22033660113481,0.0,100.0,3.0,9.9319749743639
2025/12/10 11:05:29,100.0,44.22033660113481,0.0,100.0,3.0,10.192445579505002
2025/12/10 11:05:30,100.0,47.22033660113481,0.0,100.0,3.0,10.452846326765346
2025/12/10 11:05:30,100.0,50.22033660113481,0.0,100.0,3.0,10.713175431387365
2025/12/10 11:05:31,100.0,53.22033660113481,0.0,100.0,3.0,10.973431109104528
2025/12/10 11:05:31,100.0,56.22033660113481,0.0,100.0,3.0,11.233611576153553
