timeStamp,SIN1.AMPLITUDE,NON_SENSE_1.OUT,NON_SENSE_1.L,NON_SENSE_1.H,NON_SENSE_1.MAX_STEP,SIN1.OUT
时间戳,某工业数据,某工业数据,某工业数据,某工业数据,某工业数据,某工业数据
2025-12-10 11:24:28,100.0,26.296923636206312,0.0,100.0,3.0,0.0
2025-12-10 11:24:33,100.0,29.296923636206312,0.0,100.0,3.0,2.6176948307873147
2025-12-10 11:24:38,100.0,32.296923636206316,0.0,100.0,3.0,5.233595624294383
2025-12-10 11:24:43,100.0,29.296923636206316,0.0,100.0,3.0,7.845909572784494
2025-12-10 11:24:48,100.0,32.296923636206316,0.0,100.0,3.0,10.452846326765346
2025-12-10 11:24:53,100.0,29.296923636206316,0.0,100.0,3.0,13.052619222005157
2025-12-10 11:24:58,100.0,26.296923636206316,0.0,100.0,3.0,15.643446504023087
2025-12-10 11:25:03,100.0,29.296923636206316,0.0,100.0,3.0,18.223552549214748
2025-12-10 11:25:08,100.0,26.296923636206316,0.0,100.0,3.0,20.79116908177593
2025-12-10 11:25:13,100.0,29.296923636206316,0.0,100.0,3.0,23.34453638559054
2025-12-10 11:25:18,100.0,26.296923636206316,0.0,100.0,3.0,25.881904510252074
2025-12-10 11:25:23,100.0,29.296923636206316,0.0,100.0,3.0,28.40153447039226
2025-12-10 11:25:28,100.0,32.296923636206316,0.0,100.0,3.0,30.901699437494738
2025-12-10 11:25:33,100.0,35.296923636206316,0.0,100.0,3.0,33.380685923377094
2025-12-10 11:25:38,100.0,38.296923636206316,0.0,100.0,3.0,35.83679495453003
2025-12-10 11:25:43,100.0,41.296923636206316,0.0,100.0,3.0,38.268343236508976
2025-12-10 11:25:48,100.0,44.296923636206316,0.0,100.0,3.0,40.67366430758001
2025-12-10 11:25:53,100.0,47.296923636206316,0.0,100.0,3.0,43.05110968082951
2025-12-10 11:25:58,100.0,50.296923636206316,0.0,100.0,3.0,45.399049973954675
2025-12-10 11:26:03,100.0,53.296923636206316,0.0,100.0,3.0,47.71587602596084
2025-12-10 11:26:08,100.0,56.296923636206316,0.0,100.0,3.0,49.99999999999999
2025-12-10 11:26:13,100.0,53.296923636206316,0.0,100.0,3.0,52.24985647159488
2025-12-10 11:26:18,100.0,50.296923636206316,0.0,100.0,3.0,54.4639035015027
2025-12-10 11:26:23,100.0,53.070654442564965,0.0,100.0,3.0,56.64062369248328
